鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
前鎮區,房地(土地+建物)+車位,育樂路1~30號,12.92,都市：其他:市場用地,,,1100104,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871117,159.84,3,2,2,有,有,6800000,42543,坡道平面,13.51,0,親友、員工、共有人或其他特殊關係間之交易;,RPUOMLRKKHGGFCE18DA,90.96,18.54,0.0,有,
苓雅區,房地(土地+建物)+車位,光明街61~90號,8.49,都市：其他:第五種商業區,,,1100108,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960515,125.00999999999999,3,1,1,有,有,8650000,69194,坡道平面,29.11,0,,RPVNMLMLKHGGFBE67DA,64.76,2.74,0.0,有,
鼓山區,房地(土地+建物)+車位,神農路151~180號,14.85,都市：其他:第四種商業區,,,1100123,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970826,193.07,3,2,2,有,有,15150000,78469,坡道平面,19.6,0,,RPWNMLTKKHGGFAE28DA,109.04,11.43,0.0,有,172.0
鼓山區,房地(土地+建物)+車位,美術南二路151~180號,14.66,都市：其他:特定第五種住宅區,,,1100127,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950327,104.02,2,1,1,有,有,2800000,26918,升降機械,18.01,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLQKKHGGFAE37DA,51.31,8.73,0.0,有,
鼓山區,房地(土地+建物)+車位,馬卡道路391~420號,12.83,都市：其他:特定第五種住宅區,,,1100110,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941215,96.00999999999999,2,1,1,有,有,6560000,68326,坡道機械,11.64,0,,RPVOMLSLJHGGFAE18DA,48.77,10.49,0.0,有,174.0
鼓山區,房地(土地+建物)+車位,河西一路1441~1470號,39.05,都市：其他:特定第五種住宅區,,,1100127,土地1建物1車位2,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990504,333.86,4,2,3,有,有,25800000,77278,坡道平面,53.46,0,,RPPPMLSLJHGGFAE67DA,145.04,30.18,0.0,有,
鼓山區,房地(土地+建物)+車位,青海路31~60號,28.14,都市：其他:特定第五種住宅區,,,1091230,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020619,270.03,4,2,3,有,有,21000000,78131,坡道平面,26.85,2000000,,RPQPMLSLJHGGFAE77DA,139.67,23.17,0.0,有,175.0
前金區,房地(土地+建物),允文街61~90號,3.17,都市：其他:第五種商業區,,,1100106,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860217,36.42,1,1,1,有,有,1650000,45305,,0.0,0,陽台外推;,RPRNMLKKJHGGFAE76DA,21.89,3.37,0.0,有,176.0
前金區,房地(土地+建物)+車位,河東路151~180號,8.2,都市：其他:第五種商業區,,,1100111,土地1建物1車位1,二十六層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850215,210.47000000000003,3,2,2,有,有,14660000,69650,坡道機械,0.0,0,,RPQNMLNLKHGGFAE17DA,138.84,12.69,0.0,有,177.0
鼓山區,房地(土地+建物)+車位,美術南三路241~270號,18.48,都市：其他:特定第五種住宅區,,,1100116,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921022,151.53,3,2,2,有,有,9600000,63354,坡道平面,18.11,0,室內空間改建為陽台其他增建;,RPWNMLNLKHGGFAE77DA,84.4,9.66,0.0,有,178.0
鼓山區,房地(土地+建物)+車位,龍德路361~390號,11.83,都市：其他:第四種商業區,,,1100111,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950203,126.65,3,2,2,有,有,9500000,75010,坡道機械,8.41,0,,RPTNMLOLKHGGFAE57DA,69.05,16.25,0.0,有,180.0
前鎮區,房地(土地+建物)+車位,一心二路181~210號,10.2,都市：其他:第四種商業區,,,1100121,土地1建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831001,160.77,4,2,2,有,有,9350000,58158,坡道機械,0.0,0,,RPOPMLRLJHGGFCE67DA,94.78,23.89,0.0,有,
三民區,房地(土地+建物)+車位,鼎力路61~90號,10.11,都市：其他:第四種商業區,,,1100105,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,114.18,2,2,1,有,有,4580000,42806,坡道機械,35.22,1200000,,RPXOMLTKJHGGFDE68DA,53.79,8.06,0.0,有,187.0
三民區,房地(土地+建物),覺民路196巷1~30號,11.85,都市：其他:第四種商業區,,,1100112,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940309,133.05,4,2,2,有,有,7380000,55468,,0.0,0,,RPWOMLSJKHGGFDE48DA,85.82,12.34,0.0,有,
三民區,房地(土地+建物)+車位,德山街31~60號,14.49,都市：其他:第二種商業區,,,1100106,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840301,115.44,3,2,2,有,有,4800000,41580,坡道機械,0.0,0,,RPTNMLNLKHGGFDE77DA,72.94,10.51,0.0,有,
左營區,房地(土地+建物)+車位,大中二路211~240號,11.16,都市：其他:第五種住宅區,,,1091228,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960112,97.64,2,2,1,有,有,5200000,53257,坡道機械,11.24,0,,RPRRMLNJKHGGFEE87DA,51.9,6.91,0.0,有,189.0
楠梓區,房地(土地+建物)+車位,大學二十六街27巷1~30號,18.24,都市：其他:第三種商業區,,,1091209,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030509,180.43,4,2,2,有,有,9650000,50518,坡道平面,19.1,1500000,,RPPQMLNLKHGGFEE77DA,91.23,13.95,0.0,有,194.0
岡山區,房地(土地+建物)+車位,勵志二路61~90號,34.48,都市：其他:住宅區,,,1100126,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,173.74,3,2,2,有,有,3900000,22447,坡道平面,0.0,0,,RPSNMLQLJHGGFFE08DA,95.75,13.13,0.0,有,197.0
大寮區,房地(土地+建物),大智街15巷1~30號,14.96,都市：其他:住宅區,,,1100106,土地4建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,121.72999999999999,3,2,2,有,有,2100000,17251,,0.0,0,,RPRNMLLLJHGGFLE08DA,76.69,1.79,15.12,有,208.0
前鎮區,房地(土地+建物)+車位,瑞華街31~60號,23.74,都市：其他:第二種特定商業專用區,,,1100203,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870413,141.15,4,2,2,有,有,5300000,37549,坡道平面,16.45,0,親友、員工、共有人或其他特殊關係間之交易;,RPQNMLOLKHGGFCE57EA,85.7,13.35,0.0,有,211.0
土城區,房地(土地+建物),中華路一段31~60號,10.36,都市：其他:第一種住宅區,,,1091207,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,114.74,3,2,2,有,有,12530000,109194,,0.0,0,其他增建;,RPTNMLPJJHGGFAF47DA,82.75,0.78,7.57,有,
板橋區,房地(土地+建物),四川路一段61~90號,3.89,都市：其他:商業區,,,1100114,土地1建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030116,60.5,0,0,0,無,無,9680000,160000,,0.0,0,,RPOQMLTKJHGGFAF77DA,31.84,1.28,3.97,有,
土城區,房地(土地+建物)+車位,清水路211~240號,11.41,都市：其他:第二種商業區,,,1100114,土地1建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820726,148.82999999999998,4,2,2,有,有,13680000,91917,坡道機械,0.0,0,,RPQNMLTKKHGGFAF77DA,109.89,0.84,9.79,有,
五股區,房地(土地+建物),登林路61~90號,10.5,都市：其他:住宅區,,,1091205,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,71.03,2,1,1,有,有,5200000,73209,,0.0,0,,RPVPMLRKKIPFFBF66DA,39.62,0.0,8.54,有,
林口區,房地(土地+建物)+車位,文化三路一段571~600號,15.8,都市：其他:第五種住宅區,,,1100110,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950314,128.93,2,1,1,有,有,10000000,77561,坡道平面,25.18,0,,RPVUMLPKJHGGFBF58DA,69.18,0.89,5.57,有,
新莊區,房地(土地+建物),中平路377巷17弄31~60號,17.47,都市：其他:住宅區,,,1100115,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960706,126.8,3,2,2,有,有,15160000,119558,,0.0,0,,RPXRMLLJKHGGFBF08DA,85.23,1.28,4.79,有,11.0
新店區,房地(土地+建物),寶橋路78巷61~90號,8.45,都市：其他:住宅區,,,1100120,土地1建物1車位0,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,85.47,2,1,1,有,有,15500000,181350,,0.0,0,其他增建;,RPPOMLRLJHGGFCF77DA,53.0,1.35,5.3,有,19.0
新店區,房地(土地+建物),北新路二段121~150號,2.77,都市：其他:商業區,,,1100116,土地8建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951109,36.75,1,1,1,有,有,7730000,210340,,0.0,0,夾層;,RPRPMLSKKHGGFCF18DA,24.23,1.95,0.0,有,
新店區,房地(土地+建物)+車位,黎明路61~90號,77.91,都市：其他:,,,1091231,土地11建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0801211,238.03,4,2,2,有,有,9000000,37810,坡道平面,36.48,0,親友、員工、共有人或其他特殊關係間之交易;,RPQOMLTKKHGGFCF08DA,187.73,0.69,19.56,有,
汐止區,房地(土地+建物),建成路59巷31~60號,10.46,都市：其他:第二種住宅區,,,1100109,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,76.42,5,2,2,有,有,9000000,117770,,0.0,0,夾層;,RPVNMLSLJHGGFDF48DA,52.14,1.3,6.65,有,25.0
汐止區,房地(土地+建物)+車位,東勢街216巷22弄1~30號,49.14,,山坡地保育區,丙種建築用地,1100105,土地2建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880407,189.70999999999998,3,2,2,有,有,9060000,47757,坡道平面,0.0,0,一親等間之買賣,RPPOMLOJKHGGFDF47DA,100.46,0.0,13.75,有,
汐止區,房地(土地+建物),福德一路31~60號,5.31,都市：其他:第二種住宅區,,,1100204,土地2建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860305,35.65,1,0,1,有,有,4200000,117812,,0.0,0,,RPTOMLRKKHGGFDF28DA,22.91,0.0,3.72,有,28.0
