鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總件數,總車位數,平均總價元,平均車位總價元
汐止區,房地(土地+建物)+車位,秀山路5巷1弄1~30號,77.54,,山坡地保育區,丙種建築用地,1100115,土地1建物1車位1,三層，四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840904,152.75,3,2,2,有,有,8000000,52373,坡道平面,0.0,0,,RPPQMLTKJHGGFDF18DA,94.9,7.45,7.89,無,,3,1,2666666,0
汐止區,房地(土地+建物),康寧街459巷31~60號,14.27,都市：其他:商業區,,,1080901,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090918,99.61,2,2,1,有,有,11030000,110732,,0.0,0,,RPPOMLKLJIPFFDF08DA,58.11,5.47,4.42,有,,2,0,5515000,0
汐止區,房地(土地+建物)+車位,康寧街459巷1~30號,25.56,都市：其他:商業區,,,1090810,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090918,205.8,4,2,2,有,有,22480000,117620,坡道平面,32.53,2100000,,RPTPMLMJKIPFFDF68DA,98.79,8.03,10.93,有,,3,1,7493333,2100000
汐止區,房地(土地+建物),康寧街459巷1~30號,12.19,都市：其他:商業區,,,1091125,土地1建物1車位0,八層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090918,86.68,0,0,0,無,有,8480000,97831,,0.0,0,,RPSPMLNJKIPFFDF68DA,49.77,3.38,3.53,有,,2,0,4240000,0
萬里區,房地(土地+建物),愛三街1~30號,65.5,,鄉村區,乙種建築用地,1100201,土地2建物2車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700703,161.5,3,1,2,有,無,1500000,9288,,0.0,0,,RPUNMLOJKHGGFDF87DA,129.18,0.0,32.32,無,,4,0,375000,0
汐止區,房地(土地+建物),東勢街201巷301~330號,130.8,,山坡地保育區,丙種建築用地,1091224,土地5建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0841201,153.32,5,3,3,有,有,13200000,86094,,0.0,0,,RPTNMLMLKHGGFDF77DA,130.89,17.64,4.76,無,,6,0,2200000,0
汐止區,房地(土地+建物)+車位,保一街1~30號,33.74,都市：其他:第二種住宅區,,,1081225,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091211,136.07,3,1,2,有,有,9640000,75947,坡道平面,28.89,1500000,預售屋、或土地及建物分次登記案件;,RPQPMLMLKHGGFDF67DA,66.43,0.0,6.41,有,,4,1,2410000,1500000
汐止區,房地(土地+建物)+車位,保一街1~30號,34.97,都市：其他:第二種住宅區,,,1090216,土地2建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091211,139.02,3,1,2,有,有,9600000,73549,坡道平面,28.89,1500000,預售屋、或土地及建物分次登記案件;,RPRPMLMLKHGGFDF77DA,66.44,0.0,8.44,有,,4,1,2400000,1500000
汐止區,房地(土地+建物),保一街1~30號,26.74,都市：其他:第二種住宅區,,,1081119,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091211,85.11,2,1,1,有,有,6600000,77547,,0.0,0,預售屋、或土地及建物分次登記案件;,RPSPMLMLKHGGFDF87DA,51.69,0.0,6.16,有,,3,0,2200000,0
汐止區,房地(土地+建物),翠峰街1~30號,9.05,,鄉村區,乙種建築用地,1100131,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711013,39.29,1,1,1,有,有,3200000,81446,,0.0,0,,RPTPMLMLKHGGFDF97DA,29.7,0.0,3.73,有,,3,0,1066666,0
汐止區,土地,北山段691~720地號,3.91,都市：其他:道路用地,,,1100128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,312896,80025,,0.0,0,協議價購;,RPPNMLKLKHGGFDF17DA,0.0,0.0,0.0,無,189.0,1,0,312896,0
汐止區,土地,北山段691~720地號,3.91,都市：其他:道路用地,,,1100128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,312896,80025,,0.0,0,協議價購;,RPQNMLKLKHGGFDF27DA,0.0,0.0,0.0,無,189.0,1,0,312896,0
汐止區,房地(土地+建物),大同路三段61~90號,11.42,都市：其他:第二種住宅區,,,1100128,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831116,103.34,3,2,2,有,有,7250000,70157,,0.0,0,,RPSNMLKLKHGGFDF47DA,71.62,0.0,10.4,有,191.0,2,0,3625000,0
汐止區,房地(土地+建物)+車位,康寧街751巷1~30號,17.71,都市：其他:風景區,,,1100113,土地2建物1車位1,十九層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,163.62,3,2,2,有,有,11700000,71507,坡道平面,0.0,0,陽台外推;,RPUOMLPJKHGGFDF08DA,141.61,0.0,11.93,有,,4,1,2925000,0
萬里區,房地(土地+建物),新墾丁路151~180號,20.78,,山坡地保育區,丙種建築用地,1100205,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731119,37.400000000000006,1,1,1,有,有,950000,25401,,0.0,0,,RPSNMLTKKHGGFDF28DA,27.9,0.0,4.44,無,192.0,2,0,475000,0
汐止區,車位,大同路二段211~240號,0.67,都市：其他:第二種住宅區,,,1100111,土地1建物1車位1,,,其他,,,,22.93,0,0,0,有,有,2250000,,坡道平面,22.93,2250000,僅車位交易;,RPXPMLTKKHGGFDF98DA,0.0,0.0,0.0,有,123.0,3,1,750000,2250000
汐止區,房地(土地+建物)+車位,忠三街39巷41弄61~90號,171.4,,山坡地保育區,丙種建築用地,1100116,土地1建物1車位1,全,四層,透天厝,住家用,鋼筋混凝土造,0791213,517.1,5,3,4,有,有,37000000,71553,坡道平面,0.0,0,陽台外推;頂樓加蓋;夾層;其他增建;,RPOQMLTKKHGGFDF18DA,467.14,47.7,0.0,無,,3,1,12333333,0
汐止區,車位,樟樹二路31~60號,1.63,都市：其他:第二種住宅區,,,1100107,土地1建物1車位2,,,其他,,,,46.05,0,0,0,有,有,2250000,,坡道平面,46.06,2250000,僅車位交易;,RPWOMLTKKHGGFDF78DA,0.0,0.0,0.0,有,194.0,4,2,562500,1125000
汐止區,房地(土地+建物),長興街二段4巷1~30號,32.83,都市：其他:第二種住宅區,,,1100126,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830906,121.53,3,2,2,有,無,4500000,37028,,0.0,0,本案為二等親間買賣.,RPSNMLSKKHGGFDF18DA,93.99,0.0,10.83,無,,2,0,2250000,0
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1080706,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,136.32,3,2,2,有,有,8500000,64753,坡道平面,25.9,1350000,,RPVNMLPJKHGGFEF18DA,66.28,0.0,7.06,有,,3,1,2833333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1081104,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,142.35999999999999,3,2,2,有,有,8350000,60965,坡道平面,25.9,1250000,,RPWNMLPJKHGGFEF28DA,66.28,6.04,7.06,有,,3,1,2783333,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1080731,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,142.35999999999999,3,2,2,有,有,8500000,62253,坡道平面,25.9,1250000,,RPXNMLPJKHGGFEF38DA,66.28,6.04,7.06,有,,3,1,2833333,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1080718,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,142.35999999999999,3,2,2,有,有,9550000,71269,坡道平面,25.9,1250000,,RPOOMLPJKHGGFEF57DA,66.28,6.04,7.06,有,,3,1,3183333,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1080704,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.47,3,2,2,有,有,8820000,63284,坡道平面,27.01,1450000,,RPPOMLPJKHGGFEF67DA,66.28,6.04,7.06,有,,3,1,2940000,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1080628,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,101.55000000000001,2,2,2,有,有,5860000,60939,坡道平面,25.9,1250000,,RPTOMLPJKHGGFEF08DA,46.0,0.0,4.24,有,,3,1,1953333,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1081002,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,105.92,2,2,2,有,有,6200000,61860,坡道平面,25.9,1250000,,RPVOMLPJKHGGFEF28DA,46.0,4.37,4.24,有,,3,1,2066666,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1081219,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,107.03,2,2,2,有,有,6550000,64984,坡道平面,27.01,1350000,,RPWOMLPJKHGGFEF38DA,46.0,4.37,4.24,有,,3,1,2183333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1090624,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,105.92,2,2,2,有,有,6580000,64734,坡道平面,25.9,1400000,,RPXOMLPJKHGGFEF48DA,46.0,4.37,4.24,有,,3,1,2193333,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1081007,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,107.03,2,2,2,有,有,6620000,64609,坡道平面,27.01,1450000,,RPOPMLPJKHGGFEF67DA,46.0,4.37,4.24,有,,3,1,2206666,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.8,都市：其他:第三種住宅區。,,,1081109,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,105.92,2,2,2,有,有,6520000,64609,坡道平面,25.9,1350000,,RPPPMLPJKHGGFEF77DA,46.0,4.38,4.24,有,,3,1,2173333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,20.15,都市：其他:第三種住宅區。,,,1090712,土地1建物1車位2,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,134.04000000000002,2,2,2,有,有,8100000,61235,坡道平面,54.02,3200000,,RPQPMLPJKHGGFEF87DA,46.0,4.37,4.24,有,,4,2,2025000,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090621,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.01999999999998,3,2,2,有,有,8580000,60842,坡道平面,27.01,1400000,,RPSPMLPJKHGGFEF08DA,67.34,6.04,7.06,有,,3,1,2860000,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090805,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.01999999999998,3,2,2,有,有,8800000,62707,坡道平面,27.01,1400000,,RPTPMLPJKHGGFEF18DA,67.34,6.04,7.06,有,,3,1,2933333,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1080828,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.01999999999998,3,2,2,有,有,9070000,64571,坡道平面,27.01,1450000,,RPUPMLPJKHGGFEF28DA,67.34,6.04,7.06,有,,3,1,3023333,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1091021,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.92,3,2,2,有,有,8900000,64820,坡道平面,25.9,1250000,,RPVPMLPJKHGGFEF38DA,67.34,6.04,7.06,有,,3,1,2966666,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090712,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.01999999999998,3,2,2,有,有,9150000,64825,坡道平面,27.01,1500000,,RPWPMLPJKHGGFEF48DA,67.34,6.04,7.06,有,,3,1,3050000,1500000
八里區,房地(土地+建物)+車位,中山路二段271~300號,29.19,都市：其他:第三種住宅區。,,,1091206,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.51,3,2,2,有,有,9000000,62704,坡道平面,25.9,1500000,,RPXPMLPJKHGGFEF58DA,68.28,6.04,7.14,有,,3,1,3000000,1500000
汐止區,房地(土地+建物),明峰街298巷8弄1~30號,28.16,都市：其他:第二種住宅區,,,1100126,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731210,94.05,3,2,2,有,無,7850000,83466,,0.0,0,頂樓加蓋;,RPUOMLMLKHGGFDF97DA,86.57,0.0,7.48,無,195.0,3,0,2616666,0
汐止區,車位,樟樹二路31~60號,0.81,都市：其他:第二種住宅區,,,1100125,土地1建物1車位1,,,其他,,,,24.99,0,0,0,有,有,1100000,,坡道平面,24.99,1100000,僅車位交易;,RPWNMLKLKHGGFDF87DA,0.0,0.0,0.0,有,194.0,3,1,366666,1100000
汐止區,房地(土地+建物)+車位,東勢街201巷129弄61~90號,34.71,,山坡地保育區,丙種建築用地,1091222,土地2建物1車位1,四層,十層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1070131,134.88,0,0,0,無,有,18200000,154724,坡道平面,31.47,2200000,,RPTOMLNLKHGGFDF97DA,58.06,0.0,7.25,有,,4,1,4550000,2200000
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,16.46,住,,,1091227,土地1建物1車位1,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,115.92,2,1,1,有,有,7330000,71429,坡道平面,30.1,1200000,預售屋、或土地及建物分次登記案件;,RPTRMLPLJHGGFEF48DA,49.91,4.83,5.36,有,,3,1,2443333,1200000
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,24.58,住,,,1091208,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,153.91,3,1,2,有,有,10300000,72692,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件;,RPOPMLQLJHGGFEF87DA,74.92,4.83,5.36,有,,3,1,3433333,1300000
淡水區,土地,海天段241~270地號,267.11,,特定農業區,交通用地,1091218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4567624,17100,,0.0,0,協議價購;,RPXNMLRLJHGGFEF68DA,0.0,0.0,0.0,無,197.0,2,0,2283812,0
淡水區,土地,海天段241~270地號,267.11,,特定農業區,交通用地,1091218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4567624,17100,,0.0,0,協議價購;,RPQOMLRLJHGGFEF08DA,0.0,0.0,0.0,無,197.0,2,0,2283812,0
淡水區,土地,海天段241~270地號,133.56,,特定農業區,交通用地,1091218,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2283812,17100,,0.0,0,協議價購;,RPSOMLRLJHGGFEF28DA,0.0,0.0,0.0,無,197.0,2,0,1141906,0
淡水區,房地(土地+建物)+車位,沙崙路一段126巷61~90號,24.86,都市：其他:第五之一種住宅區,,,1091116,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,191.2,3,2,2,有,有,12800000,69234,坡道平面,26.54,1400000,,RPTOMLPKJHGGFEF08DA,94.42,3.62,14.77,有,,3,1,4266666,1400000
淡水區,房地(土地+建物)+車位,新市三路二段181~210號,7.91,都市：其他:第三之一種中心商業區,,,1100107,土地1建物1車位1,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,107.46000000000001,2,2,1,有,有,7600000,75897,坡道機械,15.23,600000,,RPSQMLNKJHGGFEF97DA,53.19,2.8,5.35,有,,3,1,2533333,600000
八里區,房地(土地+建物)+車位,義民街31~60號,22.52,都市：其他:第二種住宅區,,,1091111,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090818,116.78999999999999,2,1,1,有,有,9250000,94568,坡道平面,34.31,1450000,,RPOPMLNJKIPFFEF38DA,47.57,0.0,7.72,有,,3,1,3083333,1450000
淡水區,房地(土地+建物),北新路169巷31弄1~30號,4.69,都市：其他:住宅區,,,1091228,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830303,24.200000000000003,3,2,1,有,有,1000000,41322,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPUPMLSJJHGGFEF48DA,18.99,0.13,2.24,有,,2,0,500000,0
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1091118,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.77,3,2,2,有,有,9200000,64538,坡道平面,27.01,1600000,,RPPQMLPJKHGGFEF87DA,67.16,6.04,7.06,有,,3,1,3066666,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1091030,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.67000000000002,3,2,2,有,有,8930000,63089,坡道平面,25.9,1500000,,RPQQMLPJKHGGFEF97DA,67.16,6.04,7.06,有,,3,1,2976666,1500000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.46,都市：其他:第三種住宅區。,,,1081221,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,103.16,2,2,2,有,有,6080000,62516,坡道平面,25.9,1250000,,RPRQMLPJKHGGFEF08DA,46.4,2.68,3.13,有,,3,1,2026666,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.46,都市：其他:第三種住宅區。,,,1090725,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,104.27000000000001,2,2,2,有,有,6330000,62516,坡道平面,27.01,1500000,,RPUQMLPJKHGGFEF38DA,46.4,2.68,3.13,有,,3,1,2110000,1500000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.46,都市：其他:第三種住宅區。,,,1081214,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,104.27000000000001,2,2,2,有,有,6670000,68858,坡道平面,27.01,1350000,,RPWQMLPJKHGGFEF58DA,46.4,2.68,3.13,有,,3,1,2223333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,19.46,都市：其他:第三種住宅區。,,,1090724,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,104.27000000000001,2,2,2,有,有,6500000,63422,坡道平面,27.01,1600000,,RPQRMLPJKHGGFEF08DA,46.4,2.68,3.13,有,,3,1,2166666,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1080630,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.70999999999998,3,2,2,有,有,8590000,61455,坡道平面,25.9,1350000,,RPTRMLPJKHGGFEF38DA,67.12,6.04,7.14,有,,3,1,2863333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1081218,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.03,3,2,2,有,有,8570000,62231,坡道平面,27.01,1350000,,RPVRMLPJKHGGFEF58DA,65.99,6.04,7.06,有,,3,1,2856666,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1090731,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.03,3,2,2,有,有,8930000,64041,坡道平面,27.01,1500000,,RPSSMLPJKHGGFEF38DA,65.99,6.04,7.06,有,,3,1,2976666,1500000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1090516,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,142.9,3,2,2,有,有,8490000,61179,坡道平面,27.01,1400000,,RPUSMLPJKHGGFEF58DA,66.28,6.04,7.06,有,,3,1,2830000,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1080907,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,142.9,3,2,2,有,有,8550000,61265,坡道平面,27.01,1450000,,RPWSMLPJKHGGFEF78DA,66.28,6.04,7.06,有,,3,1,2850000,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1081119,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,141.8,3,2,2,有,有,8620000,62726,坡道平面,25.9,1350000,,RPXSMLPJKHGGFEF88DA,66.28,6.04,7.06,有,,3,1,2873333,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,20.15,都市：其他:第三種住宅區。,,,1081123,土地1建物1車位2,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,132.86,2,2,2,有,有,7610000,59741,坡道平面,54.02,2900000,,RPPTMLPJKHGGFEF18DA,46.0,3.56,4.24,有,,4,2,1902500,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,20.15,都市：其他:第三種住宅區。,,,1090614,土地1建物1車位2,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,133.67000000000002,2,2,2,有,有,7450000,58380,坡道平面,54.02,2800000,,RPWTMLPJKHGGFEF88DA,46.0,4.37,4.24,有,,4,2,1862500,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.49,都市：其他:第三種住宅區。,,,1090527,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,141.92000000000002,3,2,2,有,有,8700000,64213,坡道平面,25.9,1250000,,RPOUMLPJKHGGFEF18DA,65.99,6.04,7.06,有,,3,1,2900000,1250000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1100117,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.4,3,2,2,有,有,10000000,71556,坡道平面,27.01,1600000,,RPQUMLPJKHGGFEF38DA,67.34,6.04,7.06,有,,3,1,3333333,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1091008,土地1建物1車位1,四層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.54,3,2,2,有,有,9500000,67217,坡道平面,27.01,1600000,,RPRUMLPJKHGGFEF48DA,67.34,6.04,7.06,有,,3,1,3166666,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1080630,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.54,3,2,2,有,有,8820000,62707,坡道平面,27.01,1450000,,RPTUMLPJKHGGFEF68DA,67.34,6.04,7.06,有,,3,1,2940000,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090301,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.54,3,2,2,有,有,9930000,72152,坡道平面,27.01,1450000,,RPUUMLPJKHGGFEF78DA,67.34,6.04,7.06,有,,3,1,3310000,1450000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090817,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,143.44,3,2,2,有,有,9000000,64659,坡道平面,25.9,1400000,,RPVUMLPJKHGGFEF88DA,67.34,6.04,7.06,有,,3,1,3000000,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1081218,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.54,3,2,2,有,有,9050000,65515,坡道平面,27.01,1350000,,RPWUMLPJKHGGFEF98DA,67.34,6.04,7.06,有,,3,1,3016666,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,29.19,都市：其他:第三種住宅區。,,,1090315,土地1建物1車位2,十一層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,171.55,3,2,2,有,有,9900000,61261,坡道平面,54.02,2700000,,RPXUMLPJKHGGFEF09DA,67.34,6.04,7.06,有,,4,2,2475000,1350000
八里區,房地(土地+建物)+車位,中山路二段271~300號,29.19,都市：其他:第三種住宅區。,,,1091115,土地1建物1車位2,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,171.22,3,2,2,有,有,10400000,61433,坡道平面,54.02,3200000,,RPOVMLPJKHGGFEF28DA,67.16,6.04,7.06,有,,4,2,2600000,1600000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1090506,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,144.22,3,2,2,有,有,8770000,62879,坡道平面,27.01,1400000,,RPQOMLQJKHGGFEF87DA,67.16,6.04,7.06,有,,3,1,2923333,1400000
八里區,房地(土地+建物)+車位,中山路二段271~300號,28.84,都市：其他:第三種住宅區。,,,1081209,土地1建物1車位1,八層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091217,145.46,3,2,2,有,有,8830000,63817,坡道平面,28.25,1350000,,RPROMLQJKHGGFEF97DA,67.16,6.04,7.06,有,,3,1,2943333,1350000
